상호명,지점명,도로명주소,경도,위도
포르쉐일산,,경기도 고양시 일산동구 백마로 223,126.774453248512,37.65503106911579
포르쉐분당,,경기도 성남시 수정구 여수대로 18,127.104269628631,37.4219745877421
포르쉐,,광주광역시 서구 상무대로 957,126.86676349072701,35.1517981977425
포르쉐,,대전광역시 대덕구 한밭대로 1128,127.423714830673,36.3585020537979
포르쉐인천서비스센터인천서비스센터,인천서비스센터,인천광역시 남동구 인주대로 686,126.71314103090799,37.4491433464244
